Username,Position,Team Name,Session Date,Match Day,Session Type,Session Name,Task Name,Player Duration,Distance (m),"Speed Zones (m) [0.0, 6.0]","Speed Zones (m) [6.0, 12.0]","Speed Zones (m) [12.0, 18.0]","Speed Zones (m) [18.0, 21.0]","Speed Zones (m) [21.0, 24.0]","Speed Zones (m) [24.0, 50.0]",Max Speed (km/h),Max Speed (Historical Player Maximum)
phillippfarber,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,8133.592821,2821.838135,2873.652588,1458.796509,426.5817871,343.4518433,209.27211,31.16160011,36.39
nereomarino,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,5086.417666,2020.478394,2062.734131,899.3504028,83.30335999,20.55138779,0,23.58720016,33.56999969
patrickkrueger,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:29:15,718.7136902,431.4815063,273.7834473,13.44874096,0,0,0,15.70679951,34.24700165
marvinsharpe,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,9572.79215,4374.458008,2901.281006,1594.261841,330.2919312,249.3238525,123.1753998,31.32360077,37.72399902
kianlong,Right Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,8278.748661,3404.831299,2830.495605,1655.305176,237.4538116,91.58982849,59.07289886,31.22639847,37.72
michalmunro,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,9196.702042,2754.856445,3320.328613,2288.033936,435.4396667,263.4403992,134.6031036,31.47119904,32.46099854
noahbrooks,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,8208.819067,3120.039307,2947.841064,1518.59375,344.480011,182.5570679,95.30789185,30.10320091,33.48699951
georgeconnolly,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,10938.17636,4389.26416,4342.311035,1602.038818,340.2096558,225.4985046,38.85419083,36.33839798,32.59
marmion,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,7984.715317,3094.82373,2737.87793,1577.012817,315.4953613,157.7325287,101.7730255,30.48839951,33.56999969
davutmeijs,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,10221.70092,4718.263184,3005.506592,1742.0802,365.1812134,211.2759705,179.3938293,34.2899971,34.29
luisribeiro,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Session,01:48:14,3405.144631,2301.431396,868.9313354,185.4330444,36.47967911,0,12.8692112,28.54800034,33.3
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Session,01:46:31,7431.411211,3039.251415,2560.431213,1321.305021,264.992407,158.6746712,86.75651464,29.47679944,34.48627256
phillippfarber,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,5727.299294,2055.83252,1989.939819,1023.700012,316.9687195,221.7288055,119.1294022,31.16160011,36.39
patrickkrueger,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,00:35:14,569.6437688,315.3757324,243.2960052,10.97201443,0,0,0,13.53240013,34.24700165
nereomarino,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,3281.07979,1442.154785,1284.234131,484.5930786,60.94303131,9.154845238,0,22.74119949,33.56999969
michalmunro,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,6499.767625,1866.752686,2285.012939,1751.317505,298.7564392,180.0259552,117.9021378,31.47119904,32.46099854
marvinsharpe,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,5571.376803,2376.422119,1773.748291,969.0210571,214.4760742,163.7785339,73.9306488,28.40399933,37.72399902
kianlong,Right Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,5711.905846,2463.218506,1902.050171,1125.078613,143.1233215,51.65367508,26.78153992,28.55160141,37.72
davutmeijs,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,6135.329382,2438.471436,1996.017822,1134.741333,302.8492432,179.8002472,83.44921112,29.48760033,34.29
luisribeiro,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,757.1315091,588.7837524,153.0230255,15.32472229,0,0,0,16.68600082,33.3
marmion,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,5686.323607,2279.673828,1881.450439,1114.946655,233.9846191,115.3331146,60.93490219,28.71720123,33.56999969
noahbrooks,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,5724.371922,2306.297607,2021.249756,965.2745361,239.4437408,130.0790405,62.02715683,30.10320091,33.48699951
georgeconnolly,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Drills,01:10:38,5689.19661,2097.151611,2302.338379,992.5409546,151.756424,119.0743027,26.33486557,36.33839798,32.59
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Drills,01:07:25,4668.493287,1839.103144,1621.123707,871.591862,178.3910557,106.4207745,51.86271494,27.0176728,34.48627256
phillippfarber,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,754.142722,395.962738,299.1248474,56.39847946,2.656668425,0,0,18.63360023,36.39
nereomarino,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,728.216311,448.3147278,196.8830872,67.04991913,9.280636787,6.687931061,0,22.74119949,33.56999969
kianlong,Right Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,723.4681611,401.3764343,249.2476807,42.65757751,13.4724493,15.36785126,1.346164942,24.04080009,37.72
michalmunro,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,778.1143147,346.588562,318.9483948,85.2095871,11.82143116,11.46270275,4.083629608,24.37919998,32.46099854
noahbrooks,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,888.3192781,477.5966797,308.2666931,84.60096741,16.53277779,1.322160482,0,23.50800133,33.48699951
georgeconnolly,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,820.7295469,391.7592773,315.2255554,82.86326599,17.92228889,12.27993679,0.6792218685,24.01200104,32.59
davutmeijs,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,901.6090227,411.7104797,372.4174194,89.97499084,18.01142693,8.784502983,0.7102143168,24.2208004,34.29
luisribeiro,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,100.0758217,96.5807724,3.495051384,0,0,0,0,7.322399616,33.3
marmion,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,705.4397439,406.7126465,223.5999146,55.16032028,14.35727119,5.609580994,0,21.99959946,33.56999969
marvinsharpe,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Extensive Running,00:12:15,798.6255664,457.7535095,248.1807861,65.08003998,25.08899498,2.522230864,0,21.36240005,37.72399902
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Extensive Running,00:12:15,719.8740488,383.4355827,253.538943,62.89951477,12.91439455,6.403689718,0.6819230735,21.22200017,34.51019965
patrickkrueger,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:08:39,41.81564899,41.81564713,0,0,0,0,0,5.785200119,34.24700165
nereomarino,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,160.2902892,88.9356842,53.11877823,18.23583031,0,0,0,14.75640011,33.56999969
phillippfarber,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,154.5276054,100.7026901,48.12521744,5.69969368,0,0,0,13.67280006,36.39
noahbrooks,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,167.4217432,83.20581818,78.33181,5.196942806,0.6871699691,0,0,20.76480103,33.48699951
kianlong,Right Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,772.0078965,616.5075073,111.7068176,31.94589233,4.866039753,6.300023079,0.6816426516,24.24600029,37.72
georgeconnolly,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,513.5353671,235.8188629,147.351944,86.75051117,4.022052765,21.57777214,18.01421165,36.33839798,32.59
davutmeijs,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,273.2217294,145.9549713,107.9573746,19.30937386,0,0,0,16.03800011,34.29
luisribeiro,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,229.9574985,208.8266602,21.13083076,0,0,0,0,11.49839973,33.3
marmion,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,160.0421933,77.0271759,53.47671127,29.53830719,0,0,0,14.90040016,33.56999969
marvinsharpe,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,422.2903069,171.3327179,227.9215546,23.03604126,0,0,0,17.43479919,37.72399902
michalmunro,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Mobility,00:09:58,199.470558,88.66906738,56.88233948,40.2879982,7.610311031,6.020841122,0,22.34159851,32.46099854
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Mobility,00:09:51,281.3255306,168.9815275,82.36394345,23.63641735,1.562324865,3.081694213,1.699623119,17.97970884,34.48627256
nereomarino,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2201.247141,796.4292603,971.8566284,378.8319397,51.66239548,2.466914177,0,21.55319977,33.56999969
phillippfarber,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2305.429419,750.6196899,683.0256958,449.8309326,203.4889374,165.3664398,53.09778214,26.27639961,36.39
michalmunro,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2563.789421,749.0957031,770.024292,732.5789185,150.1972351,77.61553192,84.277771,31.47119904,32.46099854
kianlong,Right Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2084.232993,648.4547729,808.3095093,547.3771362,51.18798065,5.530845642,23.37277794,28.55160141,37.72
noahbrooks,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2111.916426,828.1953125,708.6437988,339.7538147,113.8179016,95.52096558,25.98467064,29.1527977,33.48699951
luisribeiro,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,20.24578158,20.24578094,0,0,0,0,0,4.013999939,33.3
georgeconnolly,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,1994.072319,617.092041,858.6693726,405.173584,54.21813965,51.27771759,7.641432762,25.50239944,32.59
marvinsharpe,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2029.160908,874.9163818,608.0147705,359.9811401,97.67183685,57.97211456,30.60470772,27.86039925,37.72399902
davutmeijs,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2466.834621,853.9519653,778.9328003,577.1925659,139.8747864,73.04962158,43.83287811,29.48760033,34.29
patrickkrueger,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,35.07138659,35.07138824,0,0,0,0,0,4.374000072,34.24700165
marmion,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Set piece,00:23:03,2196.55593,832.3566284,741.0339966,503.0336609,49.79989624,29.42426682,40.90751648,28.71720123,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Set piece,00:23:03,1818.959668,636.9480841,629.864624,390.3412448,82.90173721,50.74767434,28.15632153,23.36007253,34.48627256
noahbrooks,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1191.384247,438.7414856,389.3783569,262.8415222,40.55451965,23.82587814,36.0424881,30.10320091,33.48699951
nereomarino,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,185.3321242,102.4811249,62.37559891,20.47540283,0,0,0,17.58239937,33.56999969
davutmeijs,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1168.974089,452.8904114,329.5795593,253.3950653,70.62741852,54.69810867,7.783507347,25.77959824,34.29
kianlong,Right Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1041.298215,307.9704895,357.5476379,332.6770325,22.86995506,18.85211754,1.380955458,24.31439972,37.72
luisribeiro,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,42.84131944,42.14965439,0.6916649342,0,0,0,0,6.951600075,33.3
marvinsharpe,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1135.29024,393.9598389,324.92099,258.9610901,47.5991478,76.69299316,33.15617371,26.95680046,37.72399902
patrickkrueger,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,10.61446939,10.61446953,0,0,0,0,0,5.324399948,34.24700165
michalmunro,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1343.507205,334.4003906,473.7437134,389.6359253,80.61248016,57.42593384,7.6887393,24.64920044,32.46099854
georgeconnolly,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1127.484842,381.6637878,455.2949524,233.744339,44.80191803,11.97985458,0,23.92560005,32.59
phillippfarber,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1203.336337,407.4415894,414.903656,244.7235565,74.03253174,36.60858536,25.62641907,30.4416008,36.39
marmion,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Velocity circuit,00:12:03,1270.567557,452.2095947,389.1163025,307.4040833,87.24785614,33.11528397,1.474433541,24.95880127,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Velocity circuit,00:12:03,883.693695,302.2293488,290.6865848,209.4416379,42.57689337,28.47261411,10.28661059,21.90796375,34.48627256
phillippfarber,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1309.86321,401.1058044,544.760437,267.0473633,36.79059982,19.75377274,40.40520096,31.16160011,36.39
patrickkrueger,Midfielder,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,482.1422639,227.8742371,243.2960052,10.97201443,0,0,0,13.53240013,34.24700165
noahbrooks,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1365.330228,478.5584717,536.6290283,272.8813171,67.85137177,9.410032272,0,23.57999992,33.48699951
michalmunro,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1614.886127,347.9989319,665.4142456,503.6051025,48.51496124,27.50094032,21.85199928,27.83160019,32.46099854
nereomarino,Centre Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,5.993924967,5.993925095,0,0,0,0,0,2.552399874,33.56999969
kianlong,Right Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1090.898581,488.9093323,375.2385559,170.4209595,50.72689056,5.602838039,0,21.94919968,37.72
georgeconnolly,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1233.374534,470.8177185,525.7965088,184.0092621,30.7920208,21.95901871,0,23.42519951,32.59
davutmeijs,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1324.68992,573.9637451,407.1306458,194.8692932,74.33562469,43.26800919,31.122612,28.73159981,34.29
marmion,Left Back,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1353.718183,511.3678894,474.2235107,219.810257,82.57959747,47.18398285,18.55295181,27.16919899,33.56999969
marvinsharpe,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,1186.009782,478.4597778,364.7102356,261.962738,44.1160965,26.59118843,10.16976357,28.40399933,37.72399902
luisribeiro,Winger,Wimu team,08/03/2021,+2 MD,Tactical,SESSION 08.03,Coordination,00:13:17,364.0110878,220.9808807,127.7054825,15.32472229,0,0,0,16.68600082,33.3
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Coordination,00:13:17,1030.08344,382.3664285,387.718605,190.9911845,39.60974208,18.29725296,11.10022978,22.27483622,34.48627256
phillippfarber,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,8943.002168,3152.155762,3211.002197,1560.831421,442.8682556,361.2997131,214.8448486,31.16160011,36.39
patrickkrueger,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,01:40:04,1203.79011,728.9188232,367.9518738,86.59872437,18.46544266,1.855240226,0,21.40920067,34.24700165
marvinsharpe,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,10637.26975,4807.771973,3232.898682,1727.999634,399.1789246,307.3934631,162.0269012,31.32360077,37.72399902
kianlong,Right Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,9248.215522,3839.918701,3124.47168,1814.940552,273.4588318,114.108078,81.31764221,31.22639847,37.72
michalmunro,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,10463.46085,3169.428955,3728.95874,2555.628906,510.9593811,331.4665527,167.018219,31.47119904,32.46099854
nereomarino,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,5207.214369,2079.663818,2124.345215,899.3504028,83.30335999,20.55138779,0,23.58720016,33.56999969
noahbrooks,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,9260.189075,3520.88208,3317.720703,1722.645996,391.5689087,210.6582794,96.71329498,30.10320091,33.48699951
georgeconnolly,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,12066.29198,4806.039063,4816.194336,1740.273438,383.0296631,240.4535675,80.30189514,36.33839798,32.59
marmion,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,9075.226463,3505.844727,3146.963135,1755.967896,346.4334412,172.7732544,147.2441406,31.51799965,33.56999969
davutmeijs,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,11411.29572,5161.84375,3439.685059,1924.670776,429.4281006,239.9648438,215.7030182,34.2899971,34.29
luisribeiro,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Session,02:00:05,4152.737425,2573.772705,1130.825562,318.6906128,75.0440979,16.41621208,37.98830795,32.01479721,33.3
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Session,01:58:16,8333.517585,3395.11276,2876.456107,1464.327123,304.8853097,183.3582357,109.3780244,30.40396292,34.48627256
phillippfarber,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,5353.34698,1819.867065,2011.47583,964.3214722,243.1818542,215.5178223,98.98299408,31.16160011,36.39
patrickkrueger,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,00:30:02,1025.719267,583.8121948,337.4644165,84.12199402,18.46544266,1.855240226,0,21.40920067,34.24700165
michalmunro,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,6346.746078,1845.489624,2289.202881,1687.026367,271.0253906,163.7707367,90.2312088,31.47119904,32.46099854
marvinsharpe,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,5654.348608,2273.812012,1980.469727,903.1931152,256.0444031,165.3713531,75.45805359,29.02679825,37.72399902
kianlong,Right Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,5615.669696,2580.633057,1795.834473,1002.744629,147.477951,64.65192413,24.32772636,26.13600159,37.72
davutmeijs,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,6178.846236,2364.838867,2101.02417,1146.018799,264.893219,153.9589539,148.1121063,34.2899971,34.29
luisribeiro,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,1495.285088,805.6092529,457.2242737,152.3518372,38.56441498,16.41621208,25.11909866,32.01479721,33.3
nereomarino,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,3014.709945,1191.379272,1250.244629,476.260376,76.2742157,20.55138779,0,23.58720016,33.56999969
marmion,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,5540.977453,2087.923828,2007.797241,1079.127075,183.0285339,103.2937851,79.80690002,31.51799965,33.56999969
noahbrooks,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,5495.039326,2179.619629,1948.348511,986.6917725,234.6221771,123.3876801,22.36967278,29.1527977,33.48699951
georgeconnolly,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Drills,01:07:06,5860.821216,2111.102539,2439.653564,932.758667,210.1114807,104.2445145,62.95057678,36.33839798,32.59
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Drills,01:03:44,4689.228172,1804.00794,1692.612701,855.8741913,176.6990076,103.0017827,57.03257613,29.64599904,34.48627256
phillippfarber,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,531.0890445,280.4043274,214.1316376,36.02551651,0.5275794864,0,0,18.36000061,36.39
kianlong,Right Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,517.3587944,303.1763,174.717392,17.31290627,5.438189507,15.36785126,1.346164942,24.04080009,37.72
michalmunro,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,491.1360391,252.602066,184.6492462,30.4217701,7.91661787,11.46270275,4.083629608,24.37919998,32.46099854
nereomarino,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,532.1520013,309.7896118,178.0507355,28.34307289,9.280636787,6.687931061,0,22.74119949,33.56999969
noahbrooks,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,522.2781782,304.5231323,144.0438995,55.85622787,16.53277779,1.322160482,0,23.50800133,33.48699951
davutmeijs,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,567.5397333,314.9710083,190.2433167,46.88218689,7.169386864,7.563625813,0.7102143168,24.2208004,34.29
luisribeiro,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,0,0,0,0,0,0,0,0,33.3
georgeconnolly,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,547.7772865,269.7709656,239.5962219,32.53203583,5.878058434,0,0,19.4075985,32.59
marmion,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,491.6416002,281.0429382,161.9495087,34.55347061,8.48610878,5.609580994,0,21.99959946,33.56999969
marvinsharpe,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Warm Up,00:08:43,616.6436825,333.019104,219.7325745,46.21234894,9.991854668,7.68779707,0,21.68279839,37.72399902
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Warm Up,00:08:43,481.761636,264.9299454,170.7114532,32.81395359,7.122121018,5.570164943,0.6140008867,20.03399982,34.51019965
phillippfarber,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,326.9706246,143.5648193,146.4745178,36.93128204,0,0,0,16.11000061,36.39
patrickkrueger,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:04:54,18.10893865,18.10893822,0,0,0,0,0,5.785200119,34.24700165
luisribeiro,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,336.7076012,265.3134766,67.62456512,3.769543648,0,0,0,12.61439991,33.3
noahbrooks,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,432.4987826,164.8535919,137.195694,88.96871948,32.963871,8.516895294,0,22.26959991,33.48699951
kianlong,Right Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,971.1147459,697.2469482,220.6490784,53.21870422,0,0,0,17.06760025,37.72
davutmeijs,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,585.1341966,247.9820709,232.1936951,88.63550568,8.71245575,7.610471725,0,23.15159988,34.29
georgeconnolly,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,788.5246213,341.7351379,286.4991455,64.42692566,44.16955566,33.6796608,18.01421165,36.33839798,32.59
marmion,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,301.0141313,127.2758179,159.6878204,14.05048656,0,0,0,15.18120003,33.56999969
marvinsharpe,Winger,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,835.3750912,220.8700867,391.9322205,123.7361526,46.34977341,49.66034698,2.826512337,25.11000061,37.72399902
michalmunro,Left Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,421.1143667,176.4966888,174.4932404,56.4656868,13.65875149,0,0,19.7208004,32.46099854
nereomarino,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Box,00:11:25,384.5122456,173.1237793,178.6011047,32.78735733,0,0,0,15.84719944,33.56999969
TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,TEAM,Box,00:10:50,491.0068496,234.2337596,181.3955529,51.18094219,13.25949157,9.042488618,1.894611272,19.0178181,34.48627256
patrickkrueger,Midfielder,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Possession,00:20:21,38.87779488,38.87779617,0,0,0,0,0,4.374000072,34.24700165
nereomarino,Centre Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Possession,00:20:21,2084.500808,694.9210205,893.5928345,415.1299438,66.99358368,13.86345673,0,23.58720016,33.56999969
kianlong,Right Back,Wimu team,09/03/2021,-4 MD,Tactical,SESSION 09.03,Possession,00:20:21,1901.665845,599.9584351,725.8618774,526.0235596,37.99915314,11.8227911,0,23.81040001,37.72
